TimeStamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
00:00:26:132,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:26:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:26:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:26:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:26:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:26:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:26:732,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:26:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:26:932,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:27:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:233,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:27:332,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:27:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:532,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:27:632,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:27:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:28:133,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:28:233,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:28:333,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:433,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:633,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:732,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:28:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:28:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:033,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:29:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:30:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:332,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:30:432,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:30:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:732,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:30:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:31:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:332,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:31:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:31:832,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:31:933,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:32:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:32:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:32:232,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:32:332,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:32:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:32:533,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:32:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:32:733,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:32:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:32:933,0.21,-0.17,0.99,-0.11,-0.01,0,Ban Normal
00:00:33:033,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:33:133,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:33:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:33:333,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:33:433,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:33:532,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:33:632,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:33:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:33:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:33:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:34:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:34:832,0.23,-0.18,1.01,-0.09,0,-0.02,Ban Normal
00:00:34:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:35:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:35:132,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:35:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:35:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:35:432,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:35:532,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:35:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:35:732,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:35:832,0.23,-0.18,1.01,-0.09,0,-0.02,Ban Normal
00:00:35:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:132,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:36:232,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:36:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:432,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:632,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:36:732,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:36:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:36:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:37:033,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:37:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:332,0.23,-0.18,1.01,-0.09,0.01,-0.02,Ban Normal
00:00:37:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:732,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:37:833,0.22,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:37:932,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:38:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:732,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:38:932,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:632,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:39:732,0.23,-0.18,1.01,-0.09,0,-0.02,Ban Normal
00:00:39:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:39:932,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:132,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:40:232,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:40:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:432,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:40:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:732,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:40:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:40:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:41:032,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:41:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:632,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:732,0.22,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:41:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:41:932,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:42:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:42:132,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:42:232,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:42:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:42:432,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:42:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:42:632,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:42:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:42:832,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:42:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:43:132,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:43:232,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:43:332,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:632,0.22,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:43:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:832,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:43:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:44:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:732,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:44:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:132,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:45:232,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:532,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:45:632,0.22,-0.18,1.01,-0.09,0,-0.02,Ban Normal
00:00:45:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:45:932,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:132,0.22,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:46:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:432,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:46:532,0.22,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:46:632,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:732,0.22,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:46:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:46:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:47:032,0.22,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:47:132,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:47:232,0.23,-0.18,1.01,-0.09,0,-0.02,Ban Normal
00:00:47:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:47:432,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:47:532,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:47:632,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:47:732,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:00:47:832,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:47:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:48:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:48:132,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:48:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:48:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:48:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:48:532,0.23,-0.19,1,-0.1,0.01,-0.02,Ban Normal
00:00:48:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:48:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:48:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:48:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:232,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:49:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:49:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:632,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:49:732,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:49:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:49:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:032,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:00:50:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:532,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:50:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:732,0.22,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:50:833,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:50:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:132,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:51:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:51:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:51:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:52:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:52:132,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:52:232,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:52:332,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:00:52:432,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:52:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:52:632,0.22,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:52:732,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:52:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:52:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:53:033,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:53:132,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:53:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:53:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:53:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:53:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:53:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:53:732,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:00:53:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:53:932,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:54:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:54:132,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:00:54:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:54:332,0.23,-0.19,1,-0.1,0.01,-0.02,Ban Normal
00:00:54:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:54:532,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:54:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:54:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:54:832,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:54:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:55:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:55:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:55:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:55:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:55:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:55:532,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:55:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:55:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:55:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:55:932,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:56:032,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:00:56:132,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:56:232,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:56:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:56:432,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:56:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:56:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:56:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:56:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:56:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:57:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:57:132,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:57:232,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:57:332,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:57:432,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:57:532,0.22,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:57:632,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:57:732,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:57:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:57:932,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:58:032,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:58:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:58:232,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:58:332,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:58:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:58:532,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:58:632,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:58:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:58:832,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:58:932,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:00:59:032,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:59:132,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:00:59:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:59:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:59:432,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:59:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:59:632,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:00:59:732,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:00:59:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:00:59:932,0.23,-0.19,1,-0.09,0,-0.02,Ban Normal
00:01:00:032,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:00:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:00:232,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:01:00:332,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:01:00:432,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:01:00:532,0.23,-0.19,1,-0.1,0,-0.02,Ban Normal
00:01:00:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:00:732,0.23,-0.18,1,-0.09,0.01,-0.02,Ban Normal
00:01:00:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:00:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:032,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:01:01:132,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:332,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:432,0.23,-0.19,1,-0.09,0.01,-0.02,Ban Normal
00:01:01:532,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:632,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:732,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:832,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:01:932,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
00:01:02:032,0.23,-0.18,1,-0.1,0,-0.02,Ban Normal
00:01:02:132,0.23,-0.18,1,-0.1,0.01,-0.02,Ban Normal
00:01:02:232,0.23,-0.18,1,-0.09,0,-0.02,Ban Normal
